Date&Time (UTC),Dry bulb temperature (deg. C), Global horizontal irradiance (W/m2) ,Direct (beam) normal Irradiance (W/m2),Diffuse horizontal irradiance (W/m2), Infrared radiation downwards (W/m2),  Windspeed (m/s)
25/03/2009 02:00:00,4.36,0.00,-0.00,0.00,261.90,5.37
25/03/2009 03:00:00,4.36,0.00,-0.00,0.00,271.28,6.09
25/03/2009 04:00:00,4.36,0.00,-0.00,0.00,280.67,6.81
25/03/2009 05:00:00,4.36,0.00,-0.00,0.00,290.05,7.53
25/03/2009 06:00:00,5.09,3.00,0.00,3.00,298.12,7.99
25/03/2009 07:00:00,5.82,57.00,0.00,57.00,306.18,8.44
25/03/2009 08:00:00,6.55,106.00,0.00,106.00,314.25,8.90
25/03/2009 09:00:00,7.12,247.00,36.84,228.00,321.40,9.37
25/03/2009 10:00:00,7.69,100.00,0.00,100.00,328.55,9.85
25/03/2009 11:00:00,8.26,569.00,411.68,294.00,335.70,10.33
25/03/2009 12:00:00,9.20,514.00,258.74,338.00,325.48,10.12
25/03/2009 13:00:00,10.13,245.00,4.63,242.00,315.27,9.91
25/03/2009 14:00:00,11.06,64.00,0.00,64.00,305.05,9.70
25/03/2009 15:00:00,10.28,133.00,0.00,133.00,300.75,9.08
25/03/2009 16:00:00,9.49,119.00,12.57,115.00,296.45,8.46
25/03/2009 17:00:00,8.71,59.00,25.65,55.00,292.15,7.85
25/03/2009 18:00:00,8.28,0.00,-0.00,0.00,290.87,7.41
25/03/2009 19:00:00,7.85,0.00,-0.00,0.00,289.58,6.97
25/03/2009 20:00:00,7.41,0.00,-0.00,0.00,288.30,6.52
25/03/2009 21:00:00,7.25,0.00,-0.00,0.00,285.05,6.05
25/03/2009 22:00:00,7.08,0.00,-0.00,0.00,281.80,5.58
25/03/2009 23:00:00,6.92,0.00,-0.00,0.00,278.55,5.10
26/03/2009 00:00:00,6.35,0.00,-0.00,0.00,273.32,4.90
26/03/2009 01:00:00,5.79,0.00,-0.00,0.00,268.08,4.70
26/03/2009 02:00:00,5.23,0.00,-0.00,0.00,262.85,4.50
26/03/2009 03:00:00,5.05,0.00,-0.00,0.00,262.82,4.51
26/03/2009 04:00:00,4.86,0.00,-0.00,0.00,262.78,4.51
26/03/2009 05:00:00,4.68,0.00,-0.00,0.00,262.75,4.52
26/03/2009 06:00:00,5.89,4.00,0.00,4.00,269.90,5.60
26/03/2009 07:00:00,7.10,99.00,33.67,91.00,277.05,6.69
26/03/2009 08:00:00,8.31,167.00,22.97,158.00,284.20,7.77
26/03/2009 09:00:00,8.72,186.00,3.84,184.00,291.05,8.08
26/03/2009 10:00:00,9.12,228.00,4.86,225.00,297.90,8.39
26/03/2009 11:00:00,9.53,210.00,0.00,210.00,304.75,8.70
26/03/2009 12:00:00,9.81,175.00,0.00,175.00,309.63,8.78
26/03/2009 13:00:00,10.08,114.00,0.00,114.00,314.52,8.86
26/03/2009 14:00:00,10.35,102.00,0.00,102.00,319.40,8.94
26/03/2009 15:00:00,10.25,55.00,0.00,55.00,321.65,8.42
26/03/2009 16:00:00,10.15,41.00,0.00,41.00,323.90,7.91
26/03/2009 17:00:00,10.05,46.00,6.24,45.00,326.15,7.39
26/03/2009 18:00:00,9.76,0.00,-0.00,0.00,329.23,7.59
26/03/2009 19:00:00,9.47,0.00,-0.00,0.00,332.32,7.78
26/03/2009 20:00:00,9.18,0.00,-0.00,0.00,335.40,7.97
26/03/2009 21:00:00,8.88,0.00,-0.00,0.00,337.72,8.02
26/03/2009 22:00:00,8.59,0.00,-0.00,0.00,340.03,8.07
26/03/2009 23:00:00,8.30,0.00,-0.00,0.00,342.35,8.12
27/03/2009 00:00:00,7.68,0.00,-0.00,0.00,338.78,7.76
27/03/2009 01:00:00,7.06,0.00,-0.00,0.00,335.22,7.40
27/03/2009 02:00:00,6.45,0.00,-0.00,0.00,331.65,7.03
27/03/2009 03:00:00,6.13,0.00,-0.00,0.00,329.02,6.61
27/03/2009 04:00:00,5.81,0.00,-0.00,0.00,326.38,6.18
27/03/2009 05:00:00,5.49,0.00,-0.00,0.00,323.75,5.75
27/03/2009 06:00:00,5.93,4.00,0.00,4.00,319.10,6.10
27/03/2009 07:00:00,6.36,153.00,197.06,105.00,314.45,6.45
27/03/2009 08:00:00,6.79,280.00,241.41,184.00,309.80,6.80
27/03/2009 09:00:00,7.22,248.00,32.26,231.00,308.67,7.05
27/03/2009 10:00:00,7.64,412.00,155.77,315.00,307.53,7.31
27/03/2009 11:00:00,8.07,504.00,244.72,338.00,306.40,7.56
27/03/2009 12:00:00,8.44,314.00,21.74,299.00,306.58,7.83
27/03/2009 13:00:00,8.81,215.00,1.52,214.00,306.77,8.09
27/03/2009 14:00:00,9.18,93.00,0.00,93.00,306.95,8.36
27/03/2009 15:00:00,8.70,208.00,25.59,196.00,311.52,7.16
27/03/2009 16:00:00,8.21,200.00,150.00,151.00,316.08,5.97
27/03/2009 17:00:00,7.72,125.00,468.37,48.00,320.65,4.77
27/03/2009 18:00:00,7.44,0.00,-0.00,0.00,316.12,5.07
27/03/2009 19:00:00,7.16,0.00,-0.00,0.00,311.58,5.37
27/03/2009 20:00:00,6.89,0.00,-0.00,0.00,307.05,5.67
27/03/2009 21:00:00,6.81,0.00,-0.00,0.00,304.47,6.11
27/03/2009 22:00:00,6.73,0.00,-0.00,0.00,301.88,6.54
27/03/2009 23:00:00,6.66,0.00,-0.00,0.00,299.30,6.98
28/03/2009 00:00:00,6.72,0.00,-0.00,0.00,311.80,7.35
28/03/2009 01:00:00,6.78,0.00,-0.00,0.00,324.30,7.72
28/03/2009 02:00:00,6.84,0.00,-0.00,0.00,336.80,8.10
28/03/2009 03:00:00,6.37,0.00,-0.00,0.00,334.98,7.54
28/03/2009 04:00:00,5.89,0.00,-0.00,0.00,333.17,6.98
28/03/2009 05:00:00,5.42,0.00,-0.00,0.00,331.35,6.43
28/03/2009 06:00:00,5.73,5.00,0.00,5.00,327.45,6.46
28/03/2009 07:00:00,6.04,173.00,280.55,103.00,323.55,6.50
28/03/2009 08:00:00,6.34,214.00,71.88,185.00,319.65,6.54
28/03/2009 09:00:00,7.27,533.00,784.91,115.00,312.02,6.96
28/03/2009 10:00:00,8.20,538.00,431.49,267.00,304.38,7.37
28/03/2009 11:00:00,9.13,497.00,223.87,344.00,296.75,7.79
28/03/2009 12:00:00,9.15,313.00,20.15,299.00,298.18,7.53
28/03/2009 13:00:00,9.16,70.00,0.00,70.00,299.62,7.26
28/03/2009 14:00:00,9.17,78.00,0.00,78.00,301.05,6.99
28/03/2009 15:00:00,8.43,41.00,0.00,41.00,297.52,6.06
28/03/2009 16:00:00,7.68,304.00,676.96,80.00,293.98,5.14
28/03/2009 17:00:00,6.94,101.00,201.66,67.00,290.45,4.21
28/03/2009 18:00:00,6.36,0.00,-0.00,0.00,287.12,3.94
28/03/2009 19:00:00,5.77,0.00,-0.00,0.00,283.78,3.67
28/03/2009 20:00:00,5.18,0.00,-0.00,0.00,280.45,3.41
28/03/2009 21:00:00,5.07,0.00,-0.00,0.00,278.13,3.40
28/03/2009 22:00:00,4.95,0.00,-0.00,0.00,275.82,3.40
28/03/2009 23:00:00,4.84,0.00,-0.00,0.00,273.50,3.39
29/03/2009 00:00:00,4.29,0.00,-0.00,0.00,266.23,3.36
29/03/2009 01:00:00,3.74,0.00,-0.00,0.00,258.97,3.33
29/03/2009 02:00:00,3.19,0.00,-0.00,0.00,251.70,3.30
29/03/2009 03:00:00,3.12,0.00,-0.00,0.00,252.78,3.47
29/03/2009 04:00:00,3.05,0.00,-0.00,0.00,253.87,3.65
29/03/2009 05:00:00,2.97,0.00,-0.00,0.00,254.95,3.82
29/03/2009 06:00:00,3.91,6.00,0.00,6.00,260.92,4.33
29/03/2009 07:00:00,4.85,139.00,109.62,111.00,266.88,4.83
29/03/2009 08:00:00,5.79,394.00,742.95,90.00,272.85,5.34
29/03/2009 09:00:00,6.73,422.00,328.95,245.00,281.03,5.24
29/03/2009 10:00:00,7.67,305.00,31.58,285.00,289.22,5.14
29/03/2009 11:00:00,8.61,255.00,4.36,252.00,297.40,5.03
29/03/2009 12:00:00,9.02,572.00,351.55,326.00,297.07,5.14
29/03/2009 13:00:00,9.42,398.00,96.05,334.00,296.73,5.26
29/03/2009 14:00:00,9.82,367.00,121.91,295.00,296.40,5.37
29/03/2009 15:00:00,8.85,349.00,261.73,224.00,291.25,4.60
29/03/2009 16:00:00,7.87,178.00,83.56,150.00,286.10,3.83
29/03/2009 17:00:00,6.89,131.00,457.22,52.00,280.95,3.06
29/03/2009 18:00:00,5.72,0.00,0.00,0.00,268.72,3.14
29/03/2009 19:00:00,4.56,0.00,-0.00,0.00,256.48,3.22
29/03/2009 20:00:00,3.39,0.00,-0.00,0.00,244.25,3.30
29/03/2009 21:00:00,2.74,0.00,-0.00,0.00,242.22,2.97
29/03/2009 22:00:00,2.08,0.00,-0.00,0.00,240.18,2.64
29/03/2009 23:00:00,1.42,0.00,-0.00,0.00,238.15,2.32
30/03/2009 00:00:00,0.54,0.00,-0.00,0.00,235.68,2.29
30/03/2009 01:00:00,-0.34,0.00,-0.00,0.00,233.22,2.27
30/03/2009 02:00:00,-1.22,0.00,-0.00,0.00,230.75,2.25
30/03/2009 03:00:00,-1.64,0.00,-0.00,0.00,229.20,2.16
30/03/2009 04:00:00,-2.05,0.00,-0.00,0.00,227.65,2.06
30/03/2009 05:00:00,-2.47,0.00,-0.00,0.00,226.10,1.97
30/03/2009 06:00:00,0.62,6.00,0.00,6.00,228.80,2.23
30/03/2009 07:00:00,3.71,155.00,153.08,115.00,231.50,2.49
30/03/2009 08:00:00,6.80,337.00,409.75,167.00,234.20,2.74
30/03/2009 09:00:00,7.89,560.00,860.96,92.00,241.93,2.87
30/03/2009 10:00:00,8.99,674.00,898.82,100.00,249.67,3.00
30/03/2009 11:00:00,10.08,680.00,680.60,208.00,257.40,3.13
30/03/2009 12:00:00,10.36,773.00,999.26,69.00,262.95,3.38
30/03/2009 13:00:00,10.64,722.00,944.99,88.00,268.50,3.64
30/03/2009 14:00:00,10.92,617.00,860.58,105.00,274.05,3.89
30/03/2009 15:00:00,10.21,380.00,346.60,213.00,280.22,3.42
30/03/2009 16:00:00,9.49,254.00,327.19,143.00,286.38,2.95
30/03/2009 17:00:00,8.77,136.00,480.38,51.00,292.55,2.48
30/03/2009 18:00:00,7.39,0.00,0.00,0.00,282.73,2.59
30/03/2009 19:00:00,6.00,0.00,-0.00,0.00,272.92,2.70
30/03/2009 20:00:00,4.61,0.00,-0.00,0.00,263.10,2.81
30/03/2009 21:00:00,4.25,0.00,-0.00,0.00,257.03,2.96
30/03/2009 22:00:00,3.89,0.00,-0.00,0.00,250.97,3.10
30/03/2009 23:00:00,3.53,0.00,-0.00,0.00,244.90,3.24
31/03/2009 00:00:00,3.08,0.00,-0.00,0.00,244.60,3.32
31/03/2009 01:00:00,2.64,0.00,-0.00,0.00,244.30,3.41
31/03/2009 02:00:00,2.20,0.00,-0.00,0.00,244.00,3.49
31/03/2009 03:00:00,1.98,0.00,-0.00,0.00,243.65,3.52
31/03/2009 04:00:00,1.77,0.00,-0.00,0.00,243.30,3.55
31/03/2009 05:00:00,1.55,0.00,-0.00,0.00,242.95,3.59
31/03/2009 06:00:00,4.05,7.00,0.00,7.00,245.45,4.10
31/03/2009 07:00:00,6.55,232.00,610.15,69.00,247.95,4.61
31/03/2009 08:00:00,9.04,409.00,763.27,88.00,250.45,5.12
31/03/2009 09:00:00,10.43,566.00,863.33,92.00,255.53,5.41
31/03/2009 10:00:00,11.83,680.00,900.87,100.00,260.62,5.70
31/03/2009 11:00:00,13.22,765.00,996.46,69.00,265.70,5.99
31/03/2009 12:00:00,13.48,779.00,1001.07,69.00,267.67,5.88
31/03/2009 13:00:00,13.74,730.00,962.38,80.00,269.63,5.77
31/03/2009 14:00:00,14.00,631.00,907.76,87.00,271.60,5.67
31/03/2009 15:00:00,12.94,492.00,839.45,84.00,270.68,5.18
31/03/2009 16:00:00,9.51,318.00,687.25,82.00,250.20,4.32
31/03/2009 17:00:00,9.32,143.00,519.09,49.00,254.51,4.50
31/03/2009 18:00:00,9.14,0.00,0.00,0.00,258.82,4.69
31/03/2009 19:00:00,8.95,0.00,-0.00,0.00,263.14,4.87
31/03/2009 20:00:00,8.76,0.00,-0.00,0.00,267.45,5.05
31/03/2009 21:00:00,8.57,0.00,-0.00,0.00,271.76,5.24
31/03/2009 22:00:00,8.38,0.00,-0.00,0.00,276.08,5.42
31/03/2009 23:00:00,8.19,0.00,-0.00,0.00,280.39,5.60
01/04/2015 00:00:00,8.00,0.00,-0.00,0.00,284.70,5.78
01/04/2015 01:00:00,7.81,0.00,-0.00,0.00,289.01,5.97
01/04/2015 02:00:00,7.62,0.00,-0.00,0.00,293.33,6.15
01/04/2015 03:00:00,7.43,0.00,-0.00,0.00,297.64,6.33
01/04/2015 04:00:00,7.24,0.00,-0.00,0.00,301.95,6.52
01/04/2015 05:00:00,7.05,0.00,-0.00,0.00,306.27,6.70
01/04/2015 06:00:00,6.86,13.00,0.00,13.00,310.58,6.88
01/04/2015 07:00:00,6.68,104.00,14.35,100.00,314.89,7.06
01/04/2015 08:00:00,8.47,148.00,4.63,146.00,342.25,5.83
01/04/2015 09:00:00,8.58,145.00,0.00,145.00,345.23,5.78
01/04/2015 10:00:00,8.69,129.00,0.00,129.00,348.22,5.72
01/04/2015 11:00:00,8.80,104.00,0.00,104.00,351.20,5.67
01/04/2015 12:00:00,8.33,92.00,0.00,92.00,349.73,4.46
01/04/2015 13:00:00,7.86,77.00,0.00,77.00,348.27,3.26
01/04/2015 14:00:00,7.39,88.00,0.00,88.00,346.80,2.06
01/04/2015 15:00:00,7.00,138.00,0.00,138.00,345.52,1.71
01/04/2015 16:00:00,6.61,91.00,0.00,91.00,344.23,1.36
01/04/2015 17:00:00,6.22,63.00,10.57,61.00,342.95,1.01
01/04/2015 18:00:00,5.71,0.00,0.00,0.00,341.03,1.05
01/04/2015 19:00:00,5.21,0.00,-0.00,0.00,339.12,1.10
01/04/2015 20:00:00,4.70,0.00,-0.00,0.00,337.20,1.14
01/04/2015 21:00:00,4.70,0.00,-0.00,0.00,335.92,1.17
01/04/2015 22:00:00,4.70,0.00,-0.00,0.00,334.63,1.20
01/04/2015 23:00:00,4.70,0.00,-0.00,0.00,333.35,1.23
02/04/2015 00:00:00,5.32,0.00,-0.00,0.00,330.27,1.54
02/04/2015 01:00:00,5.94,0.00,-0.00,0.00,327.18,1.84
02/04/2015 02:00:00,6.57,0.00,-0.00,0.00,324.10,2.15
02/04/2015 03:00:00,6.71,0.00,-0.00,0.00,327.15,2.19
02/04/2015 04:00:00,6.85,0.00,-0.00,0.00,330.20,2.23
02/04/2015 05:00:00,6.99,0.00,-0.00,0.00,333.25,2.28
02/04/2015 06:00:00,7.16,7.00,0.00,7.00,337.13,2.20
02/04/2015 07:00:00,7.33,56.00,0.00,56.00,341.02,2.12
02/04/2015 08:00:00,7.51,65.00,0.00,65.00,344.90,2.04
02/04/2015 09:00:00,7.69,105.00,0.00,105.00,343.27,2.46
02/04/2015 10:00:00,7.87,124.00,0.00,124.00,341.63,2.88
02/04/2015 11:00:00,8.05,98.00,0.00,98.00,340.00,3.30
02/04/2015 12:00:00,8.40,100.00,0.00,100.00,339.30,3.49
02/04/2015 13:00:00,8.75,99.00,0.00,99.00,338.60,3.68
02/04/2015 14:00:00,9.10,68.00,0.00,68.00,337.90,3.88
02/04/2015 15:00:00,8.73,71.00,0.00,71.00,336.90,3.12
02/04/2015 16:00:00,8.37,87.00,0.00,87.00,335.90,2.37
02/04/2015 17:00:00,8.01,20.00,0.00,20.00,334.90,1.61
02/04/2015 18:00:00,7.79,0.00,0.00,0.00,337.23,1.28
02/04/2015 19:00:00,7.58,0.00,-0.00,0.00,339.57,0.94
02/04/2015 20:00:00,7.36,0.00,-0.00,0.00,341.90,0.61
02/04/2015 21:00:00,7.50,0.00,-0.00,0.00,342.57,1.03
02/04/2015 22:00:00,7.64,0.00,-0.00,0.00,343.23,1.46
02/04/2015 23:00:00,7.78,0.00,-0.00,0.00,343.90,1.89
03/04/2015 00:00:00,7.75,0.00,-0.00,0.00,340.13,1.94
03/04/2015 01:00:00,7.73,0.00,-0.00,0.00,336.37,2.00
03/04/2015 02:00:00,7.70,0.00,-0.00,0.00,332.60,2.06
03/04/2015 03:00:00,7.80,0.00,-0.00,0.00,338.63,2.38
03/04/2015 04:00:00,7.89,0.00,-0.00,0.00,344.67,2.70
03/04/2015 05:00:00,7.98,0.00,-0.00,0.00,350.70,3.02
03/04/2015 06:00:00,8.06,38.00,16.28,36.00,350.17,3.29
03/04/2015 07:00:00,8.14,91.00,3.45,90.00,349.63,3.55
03/04/2015 08:00:00,8.22,125.00,0.00,125.00,349.10,3.82
03/04/2015 09:00:00,8.43,148.00,0.00,148.00,345.93,4.37
03/04/2015 10:00:00,8.65,90.00,0.00,90.00,342.77,4.92
03/04/2015 11:00:00,8.87,108.00,0.00,108.00,339.60,5.48
03/04/2015 12:00:00,8.75,177.00,0.00,177.00,340.85,5.83
03/04/2015 13:00:00,8.63,72.00,0.00,72.00,342.10,6.19
03/04/2015 14:00:00,8.51,142.00,0.00,142.00,343.35,6.55
03/04/2015 15:00:00,8.14,97.00,0.00,97.00,335.03,6.03
03/04/2015 16:00:00,7.78,83.00,0.00,83.00,326.72,5.50
03/04/2015 17:00:00,7.41,57.00,5.06,56.00,318.40,4.98
03/04/2015 18:00:00,6.75,0.00,0.00,0.00,314.07,4.79
03/04/2015 19:00:00,6.09,0.00,-0.00,0.00,309.73,4.60
03/04/2015 20:00:00,5.42,0.00,-0.00,0.00,305.40,4.41
03/04/2015 21:00:00,4.77,0.00,-0.00,0.00,292.90,4.28
03/04/2015 22:00:00,4.11,0.00,-0.00,0.00,280.40,4.14
03/04/2015 23:00:00,3.46,0.00,-0.00,0.00,267.90,4.00
04/04/2015 00:00:00,2.98,0.00,-0.00,0.00,257.65,3.91
04/04/2015 01:00:00,2.51,0.00,-0.00,0.00,247.40,3.83
04/04/2015 02:00:00,2.04,0.00,-0.00,0.00,237.15,3.74
04/04/2015 03:00:00,1.82,0.00,-0.00,0.00,234.97,3.61
04/04/2015 04:00:00,1.61,0.00,-0.00,0.00,232.78,3.48
04/04/2015 05:00:00,1.40,0.00,-0.00,0.00,230.60,3.35
04/04/2015 06:00:00,3.03,81.00,287.51,44.00,232.62,4.03
04/04/2015 07:00:00,4.66,254.00,574.63,84.00,234.63,4.71
04/04/2015 08:00:00,6.29,423.00,684.85,116.00,236.65,5.39
04/04/2015 09:00:00,7.31,478.00,406.54,244.00,242.90,5.06
04/04/2015 10:00:00,8.33,493.00,243.60,330.00,249.15,4.73
04/04/2015 11:00:00,9.36,689.00,622.83,239.00,255.40,4.40
04/04/2015 12:00:00,9.58,692.00,601.02,252.00,267.22,4.35
04/04/2015 13:00:00,9.81,494.00,206.53,350.00,279.03,4.30
04/04/2015 14:00:00,10.04,367.00,99.95,305.00,290.85,4.25
04/04/2015 15:00:00,9.27,275.00,73.05,238.00,279.00,3.71
04/04/2015 16:00:00,8.51,286.00,390.47,144.00,267.15,3.16
04/04/2015 17:00:00,7.75,113.00,148.90,83.00,255.30,2.62
04/04/2015 18:00:00,6.68,0.00,0.00,0.00,252.15,2.70
04/04/2015 19:00:00,5.61,0.00,-0.00,0.00,249.00,2.79
04/04/2015 20:00:00,4.54,0.00,-0.00,0.00,245.85,2.87
04/04/2015 21:00:00,4.03,0.00,-0.00,0.00,244.12,2.84
04/04/2015 22:00:00,3.52,0.00,-0.00,0.00,242.38,2.81
04/04/2015 23:00:00,3.01,0.00,-0.00,0.00,240.65,2.79
05/04/2015 00:00:00,2.53,0.00,-0.00,0.00,239.53,2.57
05/04/2015 01:00:00,2.05,0.00,-0.00,0.00,238.42,2.36
05/04/2015 02:00:00,1.56,0.00,-0.00,0.00,237.30,2.15
05/04/2015 03:00:00,1.32,0.00,-0.00,0.00,236.35,2.00
05/04/2015 04:00:00,1.07,0.00,-0.00,0.00,235.40,1.84
05/04/2015 05:00:00,0.83,0.00,-0.00,0.00,234.45,1.68
05/04/2015 06:00:00,3.09,86.00,297.46,46.00,236.93,1.97
05/04/2015 07:00:00,5.36,256.00,547.35,91.00,239.42,2.25
05/04/2015 08:00:00,7.63,429.00,687.72,117.00,241.90,2.54
05/04/2015 09:00:00,8.84,580.00,774.86,130.00,247.62,2.71
05/04/2015 10:00:00,10.05,685.00,790.77,152.00,253.33,2.88
05/04/2015 11:00:00,11.26,745.00,797.63,165.00,259.05,3.05
05/04/2015 12:00:00,11.47,756.00,801.08,166.00,264.97,3.29
05/04/2015 13:00:00,11.69,718.00,801.21,156.00,270.88,3.53
05/04/2015 14:00:00,11.91,556.00,510.93,237.00,276.80,3.77
05/04/2015 15:00:00,11.26,270.00,64.64,237.00,280.35,3.54
05/04/2015 16:00:00,10.61,175.00,48.96,157.00,283.90,3.31
05/04/2015 17:00:00,9.96,50.00,0.00,50.00,287.45,3.09
05/04/2015 18:00:00,8.66,0.00,0.00,0.00,280.53,2.92
05/04/2015 19:00:00,7.36,0.00,-0.00,0.00,273.62,2.76
05/04/2015 20:00:00,6.06,0.00,-0.00,0.00,266.70,2.59
05/04/2015 21:00:00,5.45,0.00,-0.00,0.00,262.15,2.78
05/04/2015 22:00:00,4.83,0.00,-0.00,0.00,257.60,2.96
05/04/2015 23:00:00,4.22,0.00,-0.00,0.00,253.05,3.14
06/04/2015 00:00:00,3.96,0.00,-0.00,0.00,250.67,2.84
06/04/2015 01:00:00,3.70,0.00,-0.00,0.00,248.28,2.53
06/04/2015 02:00:00,3.43,0.00,-0.00,0.00,245.90,2.22
06/04/2015 03:00:00,3.00,0.00,-0.00,0.00,242.33,2.17
06/04/2015 04:00:00,2.56,0.00,-0.00,0.00,238.77,2.11
06/04/2015 05:00:00,2.12,0.00,-0.00,0.00,235.20,2.06
06/04/2015 06:00:00,4.21,90.00,292.42,49.00,236.20,2.29
06/04/2015 07:00:00,6.31,265.00,573.26,89.00,237.20,2.52
06/04/2015 08:00:00,8.41,437.00,703.68,114.00,238.20,2.76
06/04/2015 09:00:00,9.68,573.00,723.74,149.00,242.53,2.63
06/04/2015 10:00:00,10.96,676.00,736.52,176.00,246.87,2.51
06/04/2015 11:00:00,12.24,754.00,813.13,159.00,251.20,2.39
06/04/2015 12:00:00,12.81,761.00,801.77,167.00,253.87,2.51
06/04/2015 13:00:00,13.38,719.00,787.98,163.00,256.53,2.64
06/04/2015 14:00:00,13.95,630.00,770.24,146.00,259.20,2.77
06/04/2015 15:00:00,12.66,496.00,711.45,130.00,259.15,2.56
06/04/2015 16:00:00,11.37,329.00,586.72,111.00,259.10,2.35
06/04/2015 17:00:00,10.08,143.00,295.98,81.00,259.05,2.14
06/04/2015 18:00:00,8.23,0.00,0.00,0.00,256.55,2.46
06/04/2015 19:00:00,6.38,0.00,-0.00,0.00,254.05,2.79
06/04/2015 20:00:00,4.53,0.00,-0.00,0.00,251.55,3.12
06/04/2015 21:00:00,3.81,0.00,-0.00,0.00,249.32,2.99
06/04/2015 22:00:00,3.08,0.00,-0.00,0.00,247.08,2.86
06/04/2015 23:00:00,2.36,0.00,-0.00,0.00,244.85,2.73
07/04/2015 00:00:00,2.17,0.00,-0.00,0.00,244.32,2.71
07/04/2015 01:00:00,1.98,0.00,-0.00,0.00,243.78,2.69
07/04/2015 02:00:00,1.79,0.00,-0.00,0.00,243.25,2.66
07/04/2015 03:00:00,1.65,0.00,-0.00,0.00,241.57,2.45
07/04/2015 04:00:00,1.50,0.00,-0.00,0.00,239.88,2.24
07/04/2015 05:00:00,1.36,0.00,-0.00,0.00,238.20,2.03
07/04/2015 06:00:00,4.64,95.00,301.56,51.00,242.52,1.68
07/04/2015 07:00:00,7.93,225.00,303.97,130.00,246.83,1.33
07/04/2015 08:00:00,11.22,371.00,381.21,194.00,251.15,0.98
07/04/2015 09:00:00,12.56,573.00,698.94,160.00,257.47,1.26
07/04/2015 10:00:00,13.91,699.00,807.43,147.00,263.78,1.54
07/04/2015 11:00:00,15.26,759.00,814.91,159.00,270.10,1.82
07/04/2015 12:00:00,15.58,750.00,746.14,194.00,272.92,1.87
07/04/2015 13:00:00,15.90,727.00,804.54,156.00,275.73,1.92
07/04/2015 14:00:00,16.23,641.00,798.60,136.00,278.55,1.97
07/04/2015 15:00:00,14.85,500.00,713.80,130.00,277.25,2.05
07/04/2015 16:00:00,13.47,334.00,599.26,109.00,275.95,2.13
07/04/2015 17:00:00,12.09,159.00,398.24,74.00,274.65,2.21
07/04/2015 18:00:00,10.20,1.00,23.09,0.00,270.43,2.40
07/04/2015 19:00:00,8.31,0.00,-0.00,0.00,266.22,2.59
07/04/2015 20:00:00,6.41,0.00,-0.00,0.00,262.00,2.79
07/04/2015 21:00:00,5.74,0.00,-0.00,0.00,259.73,2.82
07/04/2015 22:00:00,5.07,0.00,-0.00,0.00,257.47,2.86
07/04/2015 23:00:00,4.40,0.00,-0.00,0.00,255.20,2.90
08/04/2015 00:00:00,3.84,0.00,-0.00,0.00,252.43,2.83
08/04/2015 01:00:00,3.28,0.00,-0.00,0.00,249.67,2.77
08/04/2015 02:00:00,2.72,0.00,-0.00,0.00,246.90,2.70
08/04/2015 03:00:00,2.67,0.00,-0.00,0.00,245.35,2.46
08/04/2015 04:00:00,2.61,0.00,-0.00,0.00,243.80,2.23
08/04/2015 05:00:00,2.55,0.00,-0.00,0.00,242.25,1.99
08/04/2015 06:00:00,6.02,101.00,316.71,53.00,246.88,1.66
08/04/2015 07:00:00,9.50,275.00,572.33,93.00,251.52,1.34
08/04/2015 08:00:00,12.98,446.00,696.42,119.00,256.15,1.02
08/04/2015 09:00:00,14.87,600.00,795.47,126.00,263.40,1.27
08/04/2015 10:00:00,16.76,708.00,823.68,141.00,270.65,1.53
08/04/2015 11:00:00,18.65,772.00,845.09,146.00,277.90,1.78
08/04/2015 12:00:00,19.09,779.00,833.99,154.00,281.43,1.45
08/04/2015 13:00:00,19.53,735.00,819.57,150.00,284.97,1.12
08/04/2015 14:00:00,19.97,625.00,718.22,168.00,288.50,0.79
08/04/2015 15:00:00,18.44,486.00,630.00,157.00,287.35,1.15
08/04/2015 16:00:00,16.92,322.00,508.78,129.00,286.20,1.52
08/04/2015 17:00:00,15.39,145.00,266.81,87.00,285.05,1.89
08/04/2015 18:00:00,13.18,3.00,0.00,3.00,281.40,2.27
08/04/2015 19:00:00,10.97,0.00,-0.00,0.00,277.75,2.64
08/04/2015 20:00:00,8.76,0.00,-0.00,0.00,274.10,3.02
08/04/2015 21:00:00,8.24,0.00,-0.00,0.00,273.80,2.93
08/04/2015 22:00:00,7.73,0.00,-0.00,0.00,273.50,2.85
08/04/2015 23:00:00,7.21,0.00,-0.00,0.00,273.20,2.76
09/04/2015 00:00:00,6.90,0.00,-0.00,0.00,272.80,2.79
09/04/2015 01:00:00,6.59,0.00,-0.00,0.00,272.40,2.81
09/04/2015 02:00:00,6.28,0.00,-0.00,0.00,272.00,2.84
09/04/2015 03:00:00,6.35,0.00,-0.00,0.00,270.33,2.51
09/04/2015 04:00:00,6.42,0.00,-0.00,0.00,268.67,2.19
09/04/2015 05:00:00,6.50,0.00,-0.00,0.00,267.00,1.86
09/04/2015 06:00:00,9.51,101.00,273.61,58.00,271.17,2.01
09/04/2015 07:00:00,12.53,258.00,435.98,117.00,275.33,2.16
09/04/2015 08:00:00,15.55,414.00,518.19,168.00,279.50,2.30
09/04/2015 09:00:00,17.24,568.00,640.81,183.00,286.40,2.48
09/04/2015 10:00:00,18.93,676.00,688.27,199.00,293.30,2.65
09/04/2015 11:00:00,20.63,720.00,653.55,233.00,300.20,2.83
